live_id,tour_id,title,day_label,date,start_time,venue_id,brand_id,event_type,performance_type,has_stream,has_lv,has_archive,setlist_status,official_url,verified,notes
20250628_cg10th_fukuoka_d1,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 福岡公演,DAY1,2025-06-28,,v_marinemesse,cg,solo,cast,true,false,true,confirmed,,false,
20250608_cg10th_okinawa_d2,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 沖縄公演,DAY2,2025-06-08,,v_okinawa_arena,cg,solo,cast,true,false,true,confirmed,,false,
20250607_cg10th_okinawa_d1,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 沖縄公演,DAY1,2025-06-07,,v_okinawa_arena,cg,solo,cast,true,false,true,confirmed,,false,
20250601_gk_harmony_d2,t_gk_harmony,学園アイドルマスター The 1st Period Harmony Star,DAY2,2025-06-01,,v_tachikawa_garden,gk,solo,cast,true,false,true,confirmed,,false,
20250531_gk_harmony_d1,t_gk_harmony,学園アイドルマスター The 1st Period Harmony Star,DAY1,2025-05-31,,v_tachikawa_garden,gk,solo,cast,true,false,true,confirmed,,false,
20250525_gk_spotlight_d2,t_gk_spotlight,学園アイドルマスター The 1st Period Spotlight Star,DAY2,2025-05-25,,v_tachikawa_garden,gk,solo,cast,true,false,true,confirmed,,false,
20250524_gk_spotlight_d1,t_gk_spotlight,学園アイドルマスター The 1st Period Spotlight Star,DAY1,2025-05-24,,v_tachikawa_garden,gk,solo,cast,true,false,true,confirmed,,false,
20250427_cg10th_tokyo_d2,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 東京公演,DAY2,2025-04-27,,v_ariake_arena,cg,solo,cast,true,false,true,confirmed,,false,
20250426_cg10th_tokyo_d1,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 東京公演,DAY1,2025-04-26,,v_ariake_arena,cg,solo,cast,true,false,true,confirmed,,false,
20250330_hotchpotch2_d2,t_hotchpotch2,765 MILLIONSTARS HOTCHPOTCH FESTIV@L!! 2,DAY2,2025-03-30,,v_saitama_ssa,ml,solo,cast,true,true,true,confirmed,,false,
20250329_hotchpotch2_d1,t_hotchpotch2,765 MILLIONSTARS HOTCHPOTCH FESTIV@L!! 2,DAY1,2025-03-29,,v_saitama_ssa,ml,solo,cast,true,true,true,confirmed,,false,
20250309_cg10th_osaka_d2,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 大阪公演,DAY2,2025-03-09,,v_osakajo_hall,cg,solo,cast,true,false,true,confirmed,,false,
20250308_cg10th_osaka_d1,t_cg_10th_tour,デレステ 10th ANNIVERSARY TOUR Let's AMUSEMENT!!! 大阪公演,DAY1,2025-03-08,,v_osakajo_hall,cg,solo,cast,true,false,true,confirmed,,false,
20250216_gk_uijin_shibuya_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初陣公演- 渋谷クラブクアトロ公演 夜の部,初陣・渋谷夜,2025-02-16,,v_club_quattro_shibuya,gk,solo,cast,false,false,false,confirmed,,false,
20250216_gk_uijin_shibuya_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初陣公演- 渋谷クラブクアトロ公演 昼の部,初陣・渋谷昼,2025-02-16,,v_club_quattro_shibuya,gk,solo,cast,false,false,false,confirmed,,false,
20250211_gk_uijin_umeda_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初陣公演- 梅田クラブクアトロ公演 夜の部,初陣・梅田夜,2025-02-11,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20250211_gk_uijin_umeda_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初陣公演- 梅田クラブクアトロ公演 昼の部,初陣・梅田昼,2025-02-11,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20250208_gk_uijin_nagoya_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初陣公演- 名古屋クラブクアトロ公演 夜の部,初陣・名古屋夜,2025-02-08,,v_club_quattro_nagoya,gk,solo,cast,false,false,false,confirmed,,false,
20250208_gk_uijin_nagoya_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初陣公演- 名古屋クラブクアトロ公演 昼の部,初陣・名古屋昼,2025-02-08,,v_club_quattro_nagoya,gk,solo,cast,false,false,false,confirmed,,false,
20241215_imas_expo_d2,t_imas_expo,M@STER EXPO LIVE SHOWCASE,DAY2,2024-12-15,,v_makuhari_hall3,crossover,festival,cast,false,false,false,confirmed,,false,
20241214_imas_expo_d1,t_imas_expo,M@STER EXPO LIVE SHOWCASE,DAY1,2024-12-14,,v_makuhari_hall3,crossover,festival,cast,false,false,false,confirmed,,false,
20241201_gk_shoshin_umeda_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初心公演- 梅田クラブクアトロ公演 夜の部,初心・梅田夜,2024-12-01,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20241201_gk_shoshin_umeda_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初心公演- 梅田クラブクアトロ公演 昼の部,初心・梅田昼,2024-12-01,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20241027_gk_hatsukoi_shibuya_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初恋公演- 渋谷クラブクアトロ公演 夜の部,初恋・渋谷夜,2024-10-27,,v_club_quattro_shibuya,gk,solo,cast,false,false,false,confirmed,,false,
20241027_gk_hatsukoi_shibuya_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初恋公演- 渋谷クラブクアトロ公演 昼の部,初恋・渋谷昼,2024-10-27,,v_club_quattro_shibuya,gk,solo,cast,false,false,false,confirmed,,false,
20241019_gk_hatsukoi_hiroshima_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初恋公演- 広島クラブクアトロ公演 夜の部,初恋・広島夜,2024-10-19,,v_club_quattro_hiroshima,gk,solo,cast,false,false,false,confirmed,,false,
20241019_gk_hatsukoi_hiroshima_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初恋公演- 広島クラブクアトロ公演 昼の部,初恋・広島昼,2024-10-19,,v_club_quattro_hiroshima,gk,solo,cast,false,false,false,confirmed,,false,
20241014_gk_hatsukoi_umeda_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初恋公演- 梅田クラブクアトロ公演 夜の部,初恋・梅田夜,2024-10-14,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20241014_gk_hatsukoi_umeda_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初恋公演- 梅田クラブクアトロ公演 昼の部,初恋・梅田昼,2024-10-14,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20240923_gk_shoshin_hiroshima_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初心公演- 広島クラブクアトロ公演 夜の部,初心・広島夜,2024-09-23,,v_club_quattro_hiroshima,gk,solo,cast,false,false,false,confirmed,,false,
20240923_gk_shoshin_hiroshima_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初心公演- 広島クラブクアトロ公演 昼の部,初心・広島昼,2024-09-23,,v_club_quattro_hiroshima,gk,solo,cast,false,false,false,confirmed,,false,
20240907_gk_shoshin_nagoya_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初心公演- 名古屋クラブクアトロ公演 夜の部,初心・名古屋夜,2024-09-07,,v_club_quattro_nagoya,gk,solo,cast,false,false,false,confirmed,,false,
20240907_gk_shoshin_nagoya_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初心公演- 名古屋クラブクアトロ公演 昼の部,初心・名古屋昼,2024-09-07,,v_club_quattro_nagoya,gk,solo,cast,false,false,false,confirmed,,false,
20240825_gk_ubugoe_shibuya_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初声公演- 渋谷クラブクアトロ公演 夜の部,初声・渋谷夜,2024-08-25,,v_club_quattro_shibuya,gk,solo,cast,false,false,false,confirmed,,false,
20240825_gk_ubugoe_shibuya_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初声公演- 渋谷クラブクアトロ公演 昼の部,初声・渋谷昼,2024-08-25,,v_club_quattro_shibuya,gk,solo,cast,false,false,false,confirmed,,false,
20240818_gk_ubugoe_umeda_night,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初声公演- 梅田クラブクアトロ公演 夜の部,初声・梅田夜,2024-08-18,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20240818_gk_ubugoe_umeda_noon,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初声公演- 梅田クラブクアトロ公演 昼の部,初声・梅田昼,2024-08-18,,v_club_quattro_umeda,gk,solo,cast,false,false,false,confirmed,,false,
20240810_gk_ubugoe_nagoya,t_gk_debut_tour,学園アイドルマスター DEBUT LIVE 初 TOUR -初声公演- 名古屋クラブクアトロ公演,初声・名古屋,2024-08-10,,v_club_quattro_nagoya,gk,solo,cast,false,false,false,confirmed,,false,
20240225_ml10th_act4_d2,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-4 MILLION THE@TER!!!!,Act4 DAY2,2024-02-25,,v_k_arena,ml,solo,cast,true,false,true,confirmed,,false,
20240224_ml10th_act4_d1,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-4 MILLION THE@TER!!!!,Act4 DAY1,2024-02-24,,v_k_arena,ml,solo,cast,true,false,true,confirmed,,false,
20231210_ijigen_d2,t_ijigen_fes,異次元フェス アイドルマスター★♥ラブライブ！歌合戦,DAY2,2023-12-10,,v_tokyo_dome,crossover,festival,cast,true,false,true,confirmed,,false,
20231209_ijigen_d1,t_ijigen_fes,異次元フェス アイドルマスター★♥ラブライブ！歌合戦,DAY1,2023-12-09,,v_tokyo_dome,crossover,festival,cast,true,false,true,confirmed,,false,
20231105_ml10th_act3_d2,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-3 R@ISE THE DREAM!!!,Act3 DAY2,2023-11-05,,v_kitakyushu_messe,ml,solo,cast,true,false,true,confirmed,,false,
20231104_ml10th_act3_d1,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-3 R@ISE THE DREAM!!!,Act3 DAY1,2023-11-04,,v_kitakyushu_messe,ml,solo,cast,true,false,true,confirmed,,false,
20230730_ml10th_act2_d2,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-2 5 TO SP@RKLE!!,Act2 DAY2,2023-07-30,,v_portmesse_nagoya,ml,solo,cast,true,false,true,confirmed,,false,
20230729_ml10th_act2_d1,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-2 5 TO SP@RKLE!!,Act2 DAY1,2023-07-29,,v_portmesse_nagoya,ml,solo,cast,true,false,true,confirmed,,false,
20230423_ml10th_act1_d2,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-1 H@PPY 4 YOU!,Act1 DAY2,2023-04-23,,v_saitama_ssa,ml,solo,cast,true,false,true,confirmed,,false,
20230422_ml10th_act1_d1,t_ml_10th,THE IDOLM@STER MILLION LIVE! 10thLIVE TOUR Act-1 H@PPY 4 YOU!,Act1 DAY1,2023-04-22,,v_saitama_ssa,ml,solo,cast,true,false,true,confirmed,,false,
20230212_moiw2023_d2,t_moiw2023,THE IDOLM@STER M@STERS OF IDOL WORLD!!!!! 2023,DAY2,2023-02-12,,v_tokyo_dome,crossover,festival,cast,true,false,true,confirmed,,false,
20230211_moiw2023_d1,t_moiw2023,THE IDOLM@STER M@STERS OF IDOL WORLD!!!!! 2023,DAY1,2023-02-11,,v_tokyo_dome,crossover,festival,cast,true,false,true,confirmed,,false,
20230115_ml9th_d2,t_ml_9th,THE IDOLM@STER MILLION LIVE! 9thLIVE ChoruSp@rkle!!,DAY2,2023-01-15,,v_budokan,ml,solo,cast,true,false,true,confirmed,,false,
20230114_ml9th_d1,t_ml_9th,THE IDOLM@STER MILLION LIVE! 9thLIVE ChoruSp@rkle!!,DAY1,2023-01-14,,v_budokan,ml,solo,cast,true,false,true,confirmed,,false,
20220213_ml8th_d2,t_ml_8th,THE IDOLM@STER MILLION LIVE! 8thLIVE Twelw@ve,DAY2,2022-02-13,,v_musashino,ml,solo,cast,true,false,true,confirmed,,false,
20220212_ml8th_d1,t_ml_8th,THE IDOLM@STER MILLION LIVE! 8thLIVE Twelw@ve,DAY1,2022-02-12,,v_musashino,ml,solo,cast,true,false,true,confirmed,,false,
20210523_ml7th_d2,t_ml_7th,THE IDOLM@STER MILLION LIVE! 7thLIVE Q@MP FLYER!!! Reburn,DAY2,2021-05-23,,v_fujikyu_conifer,ml,solo,cast,true,false,true,confirmed,,false,
20210522_ml7th_d1,t_ml_7th,THE IDOLM@STER MILLION LIVE! 7thLIVE Q@MP FLYER!!! Reburn,DAY1,2021-05-22,,v_fujikyu_conifer,ml,solo,cast,true,false,true,confirmed,,false,
20190922_ml6th_ssa_d2,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE UNI-ON@IR!!!! SPECIAL,SSA SPECIAL 2日目,2019-09-22,,v_saitama_ssa,ml,solo,cast,false,true,false,confirmed,,false,
20190921_ml6th_ssa_d1,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE UNI-ON@IR!!!! SPECIAL,SSA SPECIAL 1日目,2019-09-21,,v_saitama_ssa,ml,solo,cast,false,true,false,confirmed,,false,
20190630_ml6th_fairy_d2,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE TOUR UNI-ON@IR!!!! 福岡公演 Fairy STATION,Fairy STATION 2日目,2019-06-30,,v_marinemesse,ml,solo,cast,false,false,false,confirmed,,false,
20190629_ml6th_fairy_d1,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE TOUR UNI-ON@IR!!!! 福岡公演 Fairy STATION,Fairy STATION 1日目,2019-06-29,,v_marinemesse,ml,solo,cast,false,false,false,confirmed,,false,
20190519_ml6th_princess_d2,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE TOUR UNI-ON@IR!!!! 神戸公演 Princess STATION,Princess STATION 2日目,2019-05-19,,v_kobe_world,ml,solo,cast,false,false,false,confirmed,,false,
20190518_ml6th_princess_d1,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE TOUR UNI-ON@IR!!!! 神戸公演 Princess STATION,Princess STATION 1日目,2019-05-18,,v_kobe_world,ml,solo,cast,false,false,false,confirmed,,false,
20190428_ml6th_angel_d2,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE TOUR UNI-ON@IR!!!! 仙台公演 Angel STATION,Angel STATION 2日目,2019-04-28,,v_sendai_xebio,ml,solo,cast,false,false,false,confirmed,,false,
20190427_ml6th_angel_d1,t_ml_6th,THE IDOLM@STER MILLION LIVE! 6thLIVE TOUR UNI-ON@IR!!!! 仙台公演 Angel STATION,Angel STATION 1日目,2019-04-27,,v_sendai_xebio,ml,solo,cast,false,false,false,confirmed,,false,
20180603_ml5th_d2,t_ml_5th,THE IDOLM@STER MILLION LIVE! 5thLIVE BRAND NEW PERFORM@NCE!!!,DAY2,2018-06-03,,v_saitama_ssa,ml,solo,cast,false,true,false,confirmed,,false,
20180602_ml5th_d1,t_ml_5th,THE IDOLM@STER MILLION LIVE! 5thLIVE BRAND NEW PERFORM@NCE!!!,DAY1,2018-06-02,,v_saitama_ssa,ml,solo,cast,false,true,false,confirmed,,false,
20171008_hotchpotch_d2,t_hotchpotch,THE IDOLM@STER 765 MILLIONSTARS HOTCHPOTCH FESTIV@L!!,DAY2,2017-10-08,,v_budokan,ml,festival,cast,false,true,false,confirmed,,false,
20171007_hotchpotch_d1,t_hotchpotch,THE IDOLM@STER 765 MILLIONSTARS HOTCHPOTCH FESTIV@L!!,DAY1,2017-10-07,,v_budokan,ml,festival,cast,false,true,false,confirmed,,false,
20170312_ml4th_d3,t_ml_4th,THE IDOLM@STER MILLION LIVE! 4thLIVE TH@NK YOU for SMILE!!,DAY3 Starlight Theater,2017-03-12,,v_budokan,ml,solo,cast,false,true,false,confirmed,,false,
20170311_ml4th_d2,t_ml_4th,THE IDOLM@STER MILLION LIVE! 4thLIVE TH@NK YOU for SMILE!!,DAY2 BlueMoon Theater,2017-03-11,,v_budokan,ml,solo,cast,false,true,false,confirmed,,false,
20170310_ml4th_d1,t_ml_4th,THE IDOLM@STER MILLION LIVE! 4thLIVE TH@NK YOU for SMILE!!,DAY1 Sunshine Theater,2017-03-10,,v_budokan,ml,solo,cast,false,true,false,confirmed,,false,
20160417_ml3rd_makuhari_d2,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@MAKUHARI0417,幕張Day2,2016-04-17,,v_makuhari,ml,solo,cast,false,false,false,confirmed,,false,
20160416_ml3rd_makuhari_d1,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@MAKUHARI0416,幕張Day1,2016-04-16,,v_makuhari,ml,solo,cast,false,false,false,confirmed,,false,
20160403_ml3rd_fukuoka,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@FUKUOKA0403,福岡,2016-04-03,,v_kitakyushu_soleil,ml,solo,cast,false,false,false,confirmed,,false,
20160313_ml3rd_osaka_d2,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@OSAKA0313,大阪Day2,2016-03-13,,v_osaka_orix,ml,solo,cast,false,false,false,confirmed,,false,
20160312_ml3rd_osaka_d1,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@OSAKA0312,大阪Day1,2016-03-12,,v_osaka_orix,ml,solo,cast,false,false,false,confirmed,,false,
20160207_ml3rd_sendai,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@SENDAI0207,仙台,2016-02-07,,v_sendai_xebio,ml,solo,cast,false,false,false,confirmed,,false,
20160131_ml3rd_nagoya,t_ml_3rd,THE IDOLM@STER MILLION LIVE! 3rdLIVE TOUR BELIEVE MY DRE@M!!@NAGOYA0131,名古屋,2016-01-31,,v_nagoya_century,ml,solo,cast,false,false,false,confirmed,,false,
20150719_moiw2015_d2,t_moiw2015,THE IDOLM@STER M@STERS OF IDOL WORLD!!2015,DAY2,2015-07-19,,v_belluna_dome,crossover,festival,cast,false,true,false,confirmed,,false,
20150718_moiw2015_d1,t_moiw2015,THE IDOLM@STER M@STERS OF IDOL WORLD!!2015,DAY1,2015-07-18,,v_belluna_dome,crossover,festival,cast,false,true,false,confirmed,,false,
20150404_ml2nd_d1,t_ml_2nd,THE IDOLM@STER MILLION LIVE! 2ndLIVE ENJOY H@RMONY!!,Day1,2015-04-04,,v_makuhari,ml,solo,cast,false,false,false,confirmed,,false,
20140608_ml1st_d2,t_ml_1st,THE IDOLM@STER MILLION LIVE! 1stLIVE HAPPY☆PERFORM@NCE!!,DAY2,2014-06-08,,v_nakano_sunplaza,ml,solo,cast,false,false,false,confirmed,,false,
20140607_ml1st_d1,t_ml_1st,THE IDOLM@STER MILLION LIVE! 1stLIVE HAPPY☆PERFORM@NCE!!,DAY1,2014-06-07,,v_nakano_sunplaza,ml,solo,cast,false,false,false,confirmed,,false,
20140223_moiw2014_d2,t_moiw2014,THE IDOLM@STER M@STERS OF IDOL WORLD!!2014,DAY2,2014-02-23,,v_saitama_ssa,crossover,festival,cast,false,true,false,confirmed,,false,
20140222_moiw2014_d1,t_moiw2014,THE IDOLM@STER M@STERS OF IDOL WORLD!!2014,DAY1,2014-02-22,,v_saitama_ssa,crossover,festival,cast,false,true,false,confirmed,,false,
20190309_sc_1st_d1,t_sc_1st,THE IDOLM@STER SHINY COLORS 1stLIVE FLY TO THE SHINY SKY,1日目,2019-03-09,,v_maihama_amphitheater,sc,solo,cast,false,false,true,confirmed,,false,
